Gender,Age,Have you recently experienced stress in your life?,Have you noticed a rapid heartbeat or palpitations?,Have you been dealing with anxiety or tension recently?,Do you face any sleep problems or difficulties falling asleep?,Have you been dealing with anxiety or tension recently?.1,Have you been getting headaches more often than usual?,Do you get irritated easily?,Do you have trouble concentrating on your academic tasks?,Have you been feeling sadness or low mood?,Have you been experiencing any illness or health issues?,Do you often feel lonely or isolated?,Do you feel overwhelmed with your academic workload?,"Are you in competition with your peers, and does it affect you?",Do you find that your relationship often causes you stress?,Are you facing any difficulties with your professors or instructors?,Is your working environment unpleasant or stressful?,Do you struggle to find time for relaxation and leisure activities?,Is your hostel or home environment causing you difficulties?,Do you lack confidence in your academic performance?,Do you lack confidence in your choice of academic subjects?,Academic and extracurricular activities conflicting for you?,Do you attend classes regularly?,Have you gained/lost weight?,Which type of stress do you primarily experience?
1,21,4,4,3,5,3,1,1,3,2,3,3,1,2,3,3,2,2,1,1,1,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,3,4,4,4,2,3,2,1,2,2,1,1,2,1,2,3,2,5,4,3,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,3,4,3,2,4,1,1,1,1,2,1,1,3,3,2,2,2,2,3,3,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,1,2,3,1,3,2,5,3,2,3,1,1,1,2,3,5,3,5,5,4,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,5,1,5,4,1,1,1,2,3,3,2,1,3,1,1,2,1,2,2,4,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,2,1,2,3,1,3,3,3,4,1,2,4,1,1,2,2,2,3,2,2,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,22,3,2,2,3,1,1,1,1,2,3,1,3,1,1,2,2,2,2,1,5,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,4,4,4,2,3,2,1,2,2,3,1,3,1,3,2,4,1,1,1,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,2,1,1,4,2,4,2,1,2,3,2,2,2,1,2,3,3,3,2,3,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,3,4,4,4,2,3,2,1,2,3,2,1,2,4,1,2,1,2,2,2,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,1,1,1,1,2,3,2,2,3,1,1,1,3,3,2,3,3,2,3,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,2,2,1,1,1,1,4,5,4,2,2,2,3,1,1,3,2,1,2,3,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,5,3,5,1,1,1,1,5,1,2,1,1,2,2,2,3,2,4,4,4,2,3,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,3,2,2,4,3,5,3,2,1,2,3,3,4,1,2,3,2,2,2,1,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,22,3,1,4,2,1,3,5,4,2,1,3,4,3,3,3,4,4,1,2,2,4,2,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,3,2,2,1,1,1,1,1,2,3,3,1,2,3,1,3,5,5,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,2,3,3,4,1,2,3,2,5,5,5,5,5,5,5,5,5,3,3,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,1,3,4,3,3,3,4,4,1,3,1,1,2,1,1,1,2,2,2,2,2,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,1,2,3,3,1,2,3,1,1,4,3,5,3,3,3,3,3,3,4,4,4,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,5,5,5,5,5,5,5,5,5,4,4,2,3,1,1,4,1,1,3,2,4,4,3,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
0,21,3,1,1,2,1,1,1,2,1,1,2,3,3,3,3,3,4,3,4,4,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,15,4,3,5,3,3,3,3,3,2,2,5,4,3,3,3,3,1,3,5,4,3,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,4,4,2,3,1,1,4,1,1,3,5,5,5,5,5,5,1,4,3,2,2,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,1,2,3,3,3,3,3,4,1,1,2,4,3,1,2,3,1,1,3,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,2,5,4,3,3,3,3,1,1,3,2,5,3,3,3,5,5,3,3,4,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,3,5,5,5,5,5,5,1,5,2,5,3,5,2,5,5,5,1,3,2,1,3,3,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
0,20,1,2,4,3,1,2,3,1,1,2,1,3,1,3,2,2,2,2,2,3,4,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,5,3,3,3,5,5,1,2,1,3,3,3,3,4,4,1,4,3,1,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,5,3,5,2,5,5,5,1,5,3,2,1,2,4,2,1,3,1,1,2,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,28,2,1,3,1,3,2,2,2,2,3,5,4,2,5,4,3,1,2,4,3,2,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,2,1,3,3,3,3,4,4,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,No Stress - Currently experiencing minimal to no stress.
0,19,4,5,4,1,4,2,4,3,3,2,3,2,5,1,2,1,5,1,2,2,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,3,3,3,3,3,3,3,3,3,1,3,1,2,1,1,4,2,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,2,1,2,3,1,1,1,3,5,4,3,3,4,3,1,1,1,5,3,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,4,3,2,1,1,3,1,3,2,3,3,4,4,2,3,2,4,1,2,3,5,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,18,3,1,3,3,3,3,3,3,3,1,4,4,4,3,3,3,2,5,5,5,4,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,2,3,1,1,1,4,1,2,1,1,2,3,3,1,3,2,2,3,4,2,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,21,2,1,1,1,1,1,1,2,1,3,4,5,4,2,3,3,3,2,2,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,18,3,5,1,1,1,1,1,5,1,2,2,2,4,1,1,1,1,5,5,5,5,4,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,4,3,5,3,2,1,2,4,4,1,1,1,4,2,5,1,1,1,1,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,1,4,2,1,3,5,4,2,5,1,3,1,2,2,1,2,2,3,3,4,4,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,3,2,2,1,1,1,1,2,1,3,4,2,1,5,2,3,2,3,4,2,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,3,3,4,1,2,3,2,5,1,1,2,2,4,1,1,1,1,4,3,1,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,4,3,3,3,4,4,1,2,1,2,3,2,3,1,2,2,3,2,1,1,1,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,18,5,5,5,5,5,5,5,5,5,2,3,4,3,2,1,2,2,3,5,5,5,3,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
0,18,2,3,4,1,2,1,2,4,3,1,2,3,1,1,1,1,1,1,3,2,2,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,2,3,1,2,4,2,2,5,3,3,3,5,5,1,3,4,2,2,5,4,4,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,5,4,2,4,2,5,5,3,5,2,5,5,5,1,1,2,5,3,2,3,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,3,2,3,4,1,1,2,2,1,2,1,2,1,2,1,2,3,1,3,3,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,4,2,2,3,1,1,4,5,4,2,2,4,2,2,1,3,5,2,2,2,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,5,5,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,1,2,2,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,2,5,2,2,3,1,2,4,3,1,1,4,5,1,1,1,1,3,4,1,1,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,2,1,1,1,2,1,3,2,2,2,2,2,3,2,1,1,1,2,1,1,3,3,3,No Stress - Currently experiencing minimal to no stress.
0,18,2,1,4,4,1,1,2,3,2,2,3,3,2,2,1,1,1,1,2,2,1,1,3,No Stress - Currently experiencing minimal to no stress.
0,21,3,2,2,3,1,1,2,2,3,2,1,2,3,2,5,4,3,1,1,1,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,24,5,5,4,5,5,4,3,2,3,1,1,2,3,5,3,5,5,5,4,4,5,5,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
0,21,4,3,3,4,2,2,3,2,3,3,1,1,2,1,2,2,4,1,3,2,2,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,21,3,2,2,2,4,3,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,3,3,1,3,2,2,1,1,2,1,1,2,2,2,2,1,5,3,1,3,5,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,18,1,3,3,1,3,4,1,1,2,2,1,2,1,2,1,2,1,2,3,1,1,1,1,No Stress - Currently experiencing minimal to no stress.
0,20,3,2,1,2,2,3,1,1,4,5,4,2,2,4,2,2,1,3,5,3,3,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,1,2,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,4,3,4,4,2,2,3,1,2,4,3,1,1,4,5,1,1,1,1,1,4,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,3,2,1,1,2,3,2,3,1,1,2,2,2,3,2,1,1,1,1,1,1,2,No Stress - Currently experiencing minimal to no stress.
0,19,4,2,3,2,1,1,3,2,3,3,1,2,3,3,2,2,1,1,1,1,1,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,2,2,1,1,3,2,1,2,2,1,1,2,1,2,3,2,5,4,3,1,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,1,1,1,1,1,1,1,1,2,1,1,3,3,2,2,2,2,3,3,1,2,3,1,No Stress - Currently experiencing minimal to no stress.
1,18,2,3,1,1,3,2,5,3,2,3,1,1,1,2,3,5,3,5,5,1,3,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,4,3,1,3,1,1,2,3,3,2,1,3,1,1,2,1,2,2,4,4,5,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,2,2,1,1,3,3,3,4,1,2,4,1,1,2,2,2,3,2,2,1,1,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,2,2,1,4,1,1,1,2,3,1,3,1,1,2,2,2,2,1,5,1,1,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,4,4,3,1,3,2,1,2,2,3,1,3,1,3,2,4,1,1,1,5,5,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,18,4,3,3,3,4,2,1,2,3,2,2,2,1,2,3,3,3,2,3,2,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,1,1,3,2,1,2,3,2,1,2,4,1,2,1,2,2,2,2,3,2,1,No Stress - Currently experiencing minimal to no stress.
1,20,2,3,1,4,2,3,2,2,3,1,1,1,3,3,2,3,3,2,3,1,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,4,2,2,4,1,4,5,4,2,2,2,3,1,1,3,2,1,2,3,2,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,5,4,4,1,1,1,5,1,2,1,1,2,2,2,3,2,4,4,4,3,4,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,2,2,5,5,5,5,3,3,3,1,2,1,2,1,1,2,2,1,2,3,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,2,2,2,3,2,2,2,3,2,3,1,1,1,1,2,3,1,1,1,2,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,5,2,1,4,4,4,4,4,2,2,3,2,2,1,1,1,3,2,3,5,5,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,3,1,4,2,1,4,4,3,2,1,1,1,3,2,2,1,3,4,4,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,1,1,1,5,5,5,5,5,1,1,4,3,1,1,1,2,1,1,2,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,4,5,2,1,1,2,4,3,2,1,3,1,3,2,2,1,1,2,2,2,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,2,2,1,2,3,4,4,2,3,2,3,1,1,2,4,4,4,2,3,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,4,2,1,2,3,1,3,3,2,2,1,2,1,3,3,1,3,2,2,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,2,1,2,3,4,4,3,3,5,4,1,4,1,1,2,3,2,2,2,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,24,3,2,3,3,4,2,1,3,5,2,1,2,1,3,2,3,2,1,3,2,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,2,3,4,3,4,4,5,5,1,2,3,4,2,4,2,1,1,2,3,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,3,3,3,2,3,2,1,3,1,3,2,1,3,2,2,2,4,5,2,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,4,3,3,2,3,4,2,3,2,4,1,2,4,2,3,2,4,2,2,2,3,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,2,1,1,2,2,2,1,3,1,1,3,4,5,5,5,1,1,1,2,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,2,2,1,1,2,2,2,4,4,5,5,2,2,2,3,4,5,4,5,3,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,4,3,4,4,5,2,2,4,4,3,2,4,1,3,2,3,2,2,3,1,1,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,3,4,3,5,5,5,3,1,4,4,4,3,2,1,2,3,3,3,5,2,3,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,4,3,2,3,3,1,4,5,5,4,2,1,2,4,1,2,1,1,1,1,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,1,3,2,4,4,3,5,5,5,3,1,3,3,2,3,3,4,2,4,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,3,2,2,3,1,4,4,1,2,1,2,3,1,1,3,2,2,2,3,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,1,2,1,5,4,5,5,4,4,2,1,3,2,2,2,3,2,1,2,3,3,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,1,3,4,3,5,5,2,2,3,3,2,1,2,1,1,2,3,3,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,4,2,1,4,4,4,1,2,1,2,3,3,1,1,1,2,3,1,3,4,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,3,2,5,4,4,2,3,3,4,2,2,2,1,1,1,1,1,1,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,1,1,1,5,5,5,2,2,5,3,4,2,1,1,3,2,2,1,3,3,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,3,4,4,2,1,2,1,2,2,4,3,3,3,1,1,1,2,3,3,3,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,1,2,1,3,4,2,3,3,3,3,3,2,3,1,3,2,2,2,2,3,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,3,3,3,2,2,5,3,3,1,1,2,2,3,1,1,2,1,1,2,1,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,4,3,1,4,1,2,2,4,3,1,3,3,2,1,3,3,1,2,3,2,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,2,2,4,3,3,3,3,3,3,3,3,1,1,4,1,1,2,1,1,1,1,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,5,2,4,1,4,5,4,2,2,2,2,3,2,1,3,2,3,2,2,3,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,21,4,3,1,1,1,5,1,2,1,1,3,4,2,3,4,2,4,2,3,2,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,5,5,5,5,3,3,3,1,2,2,2,1,3,2,2,2,2,2,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,3,2,3,2,2,2,3,2,3,1,2,2,2,4,2,3,2,2,3,2,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,21,3,4,4,4,4,4,4,2,2,3,3,2,3,4,5,5,5,4,4,2,2,5,3,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
1,19,2,2,4,2,1,4,4,3,2,1,2,3,2,2,2,3,4,2,3,1,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,22,3,4,5,5,5,5,5,1,1,4,2,5,4,1,3,2,3,4,5,4,1,5,4,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
1,21,1,1,2,1,1,2,4,3,2,1,1,4,1,2,1,1,1,1,4,4,3,3,1,No Stress - Currently experiencing minimal to no stress.
1,22,2,3,2,1,2,3,4,4,2,3,3,4,2,4,2,4,2,3,4,2,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,1,2,2,3,1,3,3,2,2,1,2,3,4,1,2,4,1,2,1,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,22,3,4,2,3,4,4,3,3,5,4,4,1,2,3,1,3,3,2,3,3,2,3,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,22,4,3,3,4,2,1,3,5,2,1,1,1,2,2,3,1,1,3,2,1,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,3,3,4,3,4,4,5,5,1,4,1,2,3,2,2,2,3,2,4,4,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,3,2,3,2,1,3,1,3,1,1,2,3,2,1,2,1,1,2,2,1,1,No Stress - Currently experiencing minimal to no stress.
0,19,3,2,2,3,4,2,3,2,4,1,1,2,2,3,1,1,1,2,3,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,2,1,2,2,2,1,3,1,1,1,3,5,2,2,2,1,1,1,3,2,3,1,No Stress - Currently experiencing minimal to no stress.
1,19,4,2,1,2,2,2,4,4,5,5,3,1,1,2,1,1,3,2,2,1,3,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,20,4,2,4,5,2,2,4,4,3,2,1,3,2,3,3,1,1,1,2,1,1,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,2,5,5,5,3,1,4,4,4,1,1,2,2,3,1,3,2,2,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,3,2,3,3,1,4,5,5,4,2,1,3,2,2,2,3,1,1,2,4,4,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,2,3,2,4,4,3,5,5,5,3,1,1,2,2,1,3,3,1,3,2,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,2,3,1,4,4,1,2,1,1,3,3,1,1,4,1,1,2,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,3,2,5,4,5,5,4,4,2,1,4,1,1,2,2,1,3,2,3,2,1,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,2,3,4,3,5,5,2,2,3,1,3,2,3,2,3,4,2,4,2,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,3,4,4,4,1,2,1,2,3,3,4,2,4,2,1,3,2,2,2,4,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,21,4,2,2,5,4,4,2,3,3,4,1,3,2,2,2,4,2,3,2,4,2,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,3,2,5,5,5,2,2,5,3,4,4,2,3,2,3,4,5,5,5,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,3,2,2,1,2,1,2,2,4,3,4,5,5,5,2,2,2,3,4,5,4,5,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,21,1,1,3,4,2,3,3,3,3,3,2,2,3,4,4,1,3,2,3,2,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,4,5,3,2,2,5,3,3,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,2,2,4,1,2,2,4,3,1,3,2,1,2,3,4,3,4,2,3,3,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,100,5,1,3,3,3,3,3,3,3,3,2,4,1,2,3,2,2,3,3,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,4,3,1,3,2,3,2,1,2,3,1,3,3,2,3,2,2,2,2,2,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,1,2,1,4,2,3,1,2,2,3,1,1,3,2,3,2,2,3,3,2,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,4,3,2,3,3,2,3,1,2,3,2,2,2,3,2,2,3,2,1,2,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,3,1,2,2,2,3,1,2,3,2,1,2,1,2,2,3,3,3,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,4,4,3,4,3,3,5,2,2,3,1,1,1,2,3,2,3,1,1,2,3,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,18,2,4,1,2,2,3,2,3,5,2,2,2,1,1,3,2,3,3,1,1,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,4,4,3,5,1,2,2,1,1,2,1,1,3,2,1,2,2,1,1,2,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,5,4,1,3,3,3,2,3,2,3,3,1,1,1,1,1,2,1,1,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,3,2,1,2,2,2,3,1,2,2,3,1,3,2,5,3,2,3,1,3,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,3,2,1,4,3,3,1,2,1,2,2,3,1,1,2,3,3,2,1,2,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,18,3,3,1,2,3,2,3,2,3,3,2,1,3,3,3,4,1,2,4,1,2,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,3,4,1,2,2,1,2,1,1,1,1,4,1,1,1,2,3,1,3,3,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,5,5,5,5,2,3,2,3,2,3,2,1,3,2,1,2,2,3,1,1,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,3,3,2,2,3,3,2,2,3,4,2,3,4,2,1,2,3,2,2,2,3,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,3,2,1,2,1,1,2,No Stress - Currently experiencing minimal to no stress.
0,19,5,5,4,5,2,2,2,1,2,2,2,4,2,3,2,2,3,1,1,1,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,19,2,2,1,2,2,3,5,4,5,2,2,4,1,4,5,4,2,2,2,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,3,2,4,4,5,2,1,5,5,5,3,1,1,1,5,1,2,1,1,3,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,17,1,1,1,1,1,1,5,3,3,1,4,5,5,5,5,3,3,3,1,1,1,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,4,3,2,3,4,2,5,3,2,4,4,3,2,2,2,3,2,3,1,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,18,4,4,2,4,1,1,3,2,3,1,4,4,4,4,4,4,2,2,3,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,19,2,1,1,1,5,5,4,5,4,5,5,4,2,1,4,4,3,2,1,3,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,4,4,2,3,3,2,5,3,4,3,5,5,5,5,5,5,1,1,4,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,4,3,2,4,4,2,4,4,4,4,1,2,1,1,2,4,3,2,1,3,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,5,4,2,3,4,1,3,2,5,4,4,2,1,2,3,4,4,2,3,4,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
1,21,4,5,3,4,5,5,5,5,5,5,2,2,3,1,3,3,2,2,1,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,2,3,2,1,2,1,1,2,1,2,1,2,3,4,4,3,3,5,4,3,4,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,4,3,2,4,2,5,1,3,4,2,3,3,4,2,1,3,5,2,1,1,3,5,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,5,4,5,5,2,3,1,3,2,2,5,3,4,3,4,4,5,5,1,5,5,5,1,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
0,21,5,4,3,5,2,5,5,5,2,3,2,3,2,3,2,1,3,1,3,3,5,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,20,5,4,2,5,3,3,2,2,3,3,2,2,3,4,2,3,2,4,1,4,5,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
0,21,2,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,5,1,1,No Stress - Currently experiencing minimal to no stress.
0,19,4,5,5,4,4,5,4,5,2,2,2,1,2,2,2,4,4,5,5,5,5,3,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
